County,Tier,price,year,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color
Alamance,2,4500,2011,good,4 cylinders,gas,122300,clean,automatic,fwd,hatchback,white
Alamance,2,5200,2006,good,6 cylinders,gas,114554,clean,automatic,rwd,sedan,brown
Alamance,2,39000,2016,like new,8 cylinders,gas,6551,lien,manual,rwd,coupe,grey
Alamance,2,5000,2007,good,6 cylinders,gas,167784,lien,automatic,fwd,sedan,blue
Alamance,2,4000,2002,good,8 cylinders,gas,159750,clean,automatic,fwd,truck,green
Alamance,2,32800,2015,excellent,8 cylinders,gas,70000,clean,automatic,rwd,SUV,white
Alamance,2,4500,1998,good,8 cylinders,gas,127000,clean,manual,rwd,coupe,red
Alamance,2,1950,2001,good,4 cylinders,gas,310000,clean,automatic,fwd,sedan,silver
Alamance,2,5500,2003,good,8 cylinders,gas,163900,clean,automatic,4wd,SUV,green
Alamance,2,39000,2016,like new,8 cylinders,gas,6551,lien,manual,rwd,coupe,grey
Alamance,2,5599,2010,excellent,4 cylinders,gas,121000,clean,manual,rwd,SUV,silver
Alamance,2,42000,2016,like new,8 cylinders,gas,6493,clean,manual,rwd,coupe,grey
Alamance,2,5200,2006,good,6 cylinders,gas,114554,clean,automatic,rwd,sedan,brown
Alamance,2,1395,2002,good,4 cylinders,gas,119882.4,clean,automatic,fwd,coupe,custom
Alamance,2,20450,2013,excellent,6 cylinders,gas,60495,clean,automatic,4wd,sedan,grey
Alamance,2,17000,2013,good,6 cylinders,gas,109000,clean,automatic,4wd,SUV,black
Alamance,2,4500,1999,good,8 cylinders,gas,119882.3653,clean,automatic,rwd,SUV,white
Alamance,2,15000,2000,excellent,8 cylinders,diesel,350000,clean,manual,4wd,truck,black
Alamance,2,7800,2004,excellent,8 cylinders,gas,127418,clean,automatic,4wd,truck,white
Alamance,2,67000,2016,like new,6 cylinders,gas,30447,clean,automatic,4wd,SUV,white
Alamance,2,2500,2005,fair,4 cylinders,gas,226869,clean,automatic,fwd,sedan,grey
Alamance,2,39900,2016,like new,8 cylinders,gas,6529,clean,manual,rwd,coupe,grey
Alamance,2,3800,2005,good,6 cylinders,gas,216675,clean,automatic,4wd,pickup,black
Alamance,2,5000,2012,good,4 cylinders,gas,106000,clean,automatic,fwd,sedan,red
Alamance,2,6499,2002,good,8 cylinders,gas,94802,clean,automatic,rwd,van,brown
Alamance,2,25900,1952,excellent,8 cylinders,gas,119882.4,clean,automatic,fwd,truck,orange
Alamance,2,4000,1972,fair,8 cylinders,gas,119882.4,clean,automatic,rwd,truck,blue
Alamance,2,11495,2007,excellent,8 cylinders,gas,166483,clean,automatic,rwd,SUV,black
Alamance,2,3000,2002,good,4 cylinders,gas,119882.3653,clean,manual,fwd,convertible,red
Alamance,2,5800,2000,like new,8 cylinders,gas,119882.3653,clean,automatic,4wd,pickup,white
Alamance,2,500,1995,fair,4 cylinders,gas,119882.3653,salvage,manual,rwd,pickup,blue
Alamance,2,27000,2015,excellent,8 cylinders,gas,172800,clean,automatic,4wd,truck,white
Alamance,2,18500,2009,excellent,8 cylinders,gas,112000,lien,automatic,4wd,truck,black
Alamance,2,19000,2009,good,8 cylinders,diesel,170000,clean,automatic,4wd,truck,white
Alamance,2,7493,2008,good,6 cylinders,gas,128059,clean,automatic,fwd,sedan,custom
Alamance,2,12000,2006,good,8 cylinders,diesel,295000,clean,automatic,4wd,truck,red
Alamance,2,2800,2001,good,4 cylinders,gas,211000,clean,automatic,fwd,sedan,silver
Alamance,2,8000,2008,good,6 cylinders,gas,183000,clean,automatic,fwd,SUV,white
Alamance,2,4500,2007,good,4 cylinders,gas,128316,clean,automatic,fwd,coupe,white
Alamance,2,2000,2003,excellent,6 cylinders,gas,170000,clean,automatic,fwd,sedan,silver
Alamance,2,10000,1986,good,8 cylinders,diesel,47000,clean,automatic,4wd,truck,black
Alamance,2,1200,1995,fair,4 cylinders,gas,119882.3653,salvage,manual,rwd,pickup,blue
Alamance,2,12000,2003,excellent,10 cylinders,gas,163625,clean,automatic,4wd,SUV,brown
Alamance,2,1200,1995,fair,6 cylinders,gas,198000,clean,automatic,fwd,mini-van,white
Alamance,2,4700,1995,good,4 cylinders,gas,140000,clean,manual,rwd,convertible,custom
Alamance,2,3000,2002,good,4 cylinders,gas,119882.3653,clean,manual,fwd,convertible,red
Alamance,2,2900,2004,good,6 cylinders,gas,200745,clean,automatic,rwd,SUV,red
Alamance,2,2000,2004,good,4 cylinders,gas,185469,clean,automatic,fwd,sedan,blue
Alamance,2,5000,2007,good,6 cylinders,gas,176000,clean,automatic,fwd,SUV,black
Alamance,2,9900,2009,like new,8 cylinders,gas,111150,lien,automatic,fwd,truck,custom
Alamance,2,3400,1977,good,8 cylinders,gas,119882.3653,clean,automatic,rwd,coupe,white
Alamance,2,14000,2005,good,8 cylinders,diesel,119882.4,clean,automatic,4wd,pickup,white
Alamance,2,9000,2008,excellent,4 cylinders,gas,97805,clean,automatic,fwd,sedan,white
Alamance,2,1500,1992,fair,8 cylinders,gas,245254,salvage,automatic,rwd,sedan,brown
Alamance,2,2800,2001,good,4 cylinders,gas,211000,clean,automatic,fwd,sedan,silver
Alamance,2,5000,2002,good,6 cylinders,gas,124000,clean,automatic,4wd,SUV,silver
Alamance,2,4500,2009,good,6 cylinders,gas,163000,clean,automatic,fwd,mini-van,blue
Alamance,2,2200,2009,good,4 cylinders,gas,126310,clean,automatic,fwd,sedan,silver
Alamance,2,500,2001,salvage,4 cylinders,gas,119882.4,salvage,automatic,fwd,sedan,grey
Alamance,2,3900,2008,good,6 cylinders,gas,113100,clean,automatic,fwd,sedan,grey
Alamance,2,3500,2004,good,8 cylinders,gas,270333,clean,automatic,4wd,SUV,brown
Alamance,2,1400,2005,excellent,6 cylinders,gas,119882.3653,clean,automatic,fwd,sedan,grey
Alamance,2,10000,2002,good,6 cylinders,gas,176000,clean,automatic,rwd,pickup,silver
Alamance,2,11500,1984,excellent,8 cylinders,gas,68800,clean,automatic,rwd,pickup,brown
Alamance,2,2200,2003,good,6 cylinders,gas,256000,clean,automatic,4wd,SUV,blue
Alamance,2,3000,1996,good,4 cylinders,gas,134000,clean,manual,fwd,convertible,white
Alamance,2,4000,2011,good,4 cylinders,gas,151000,clean,automatic,fwd,hatchback,red
Alamance,2,4500,2003,excellent,4 cylinders,gas,65000,clean,manual,fwd,convertible,custom
Alamance,2,2800,1998,excellent,6 cylinders,gas,81336,clean,automatic,fwd,sedan,brown
Alamance,2,12000,2003,excellent,10 cylinders,gas,163625,clean,automatic,4wd,SUV,brown
Alamance,2,14000,2011,good,8 cylinders,gas,112,clean,automatic,rwd,truck,brown
Alamance,2,4300,2004,like new,6 cylinders,gas,228293,clean,automatic,rwd,SUV,red
Alamance,2,2500,1984,good,4 cylinders,gas,119882.4,clean,manual,rwd,sedan,blue
Alamance,2,1800,1997,fair,4 cylinders,gas,119882.3653,clean,automatic,4wd,sedan,silver
Alamance,2,8000,2012,good,8 cylinders,gas,291000,clean,automatic,rwd,truck,white
Alamance,2,16000,2008,fair,5 cylinders,gas,116000,clean,automatic,4wd,truck,silver
Alamance,2,4500,2002,good,8 cylinders,gas,119882.4,clean,manual,rwd,coupe,red
Alamance,2,6500,1993,good,8 cylinders,gas,93000,clean,automatic,rwd,coupe,red
Alamance,2,600,1997,fair,4 cylinders,gas,119882.4,clean,automatic,fwd,sedan,brown
Alamance,2,1500,1997,fair,6 cylinders,gas,220000,clean,automatic,rwd,truck,white
Alamance,2,8595,2006,excellent,4 cylinders,gas,97665,clean,automatic,fwd,SUV,red
Alamance,2,8000,2007,good,8 cylinders,gas,211000,clean,automatic,rwd,SUV,black
Alamance,2,1800,1986,good,6 cylinders,gas,153000,clean,automatic,rwd,mini-van,grey
Alamance,2,5800,2008,good,4 cylinders,gas,34000,rebuilt,automatic,fwd,sedan,custom
Alamance,2,7493,2008,excellent,6 cylinders,gas,146667,clean,automatic,4wd,SUV,custom
Alamance,2,4500,2009,good,6 cylinders,gas,163000,clean,automatic,fwd,mini-van,blue
Alamance,2,2750,2004,good,6 cylinders,gas,246000,clean,automatic,rwd,SUV,silver
Alamance,2,23995,2015,excellent,6 cylinders,gas,56276,clean,automatic,4wd,SUV,black
Alamance,2,2150,1994,good,4 cylinders,gas,94850,clean,automatic,fwd,sedan,green
Alamance,2,13500,2015,excellent,6 cylinders,gas,45000,rebuilt,automatic,4wd,sedan,black
Alamance,2,5000,2007,excellent,6 cylinders,gas,106804,clean,automatic,rwd,sedan,black
Alamance,2,13500,1996,good,8 cylinders,diesel,352000,clean,automatic,4wd,truck,red
Alamance,2,9000,2005,excellent,4 cylinders,gas,119882.3653,clean,manual,4wd,sedan,white
Alamance,2,3000,2005,good,8 cylinders,gas,137000,clean,automatic,fwd,sedan,grey
Alamance,2,26900,1972,like new,8 cylinders,gas,119882.3653,clean,automatic,rwd,coupe,yellow
Alamance,2,22000,2013,excellent,8 cylinders,gas,140000,clean,automatic,4wd,truck,red
Alamance,2,52000,2016,like new,6 cylinders,diesel,19500,clean,automatic,fwd,pickup,black
Alamance,2,9450,2009,excellent,6 cylinders,gas,147584,clean,automatic,fwd,van,black
Alamance,2,8800,2012,good,4 cylinders,gas,116577,clean,automatic,fwd,hatchback,yellow
Alamance,2,13500,2015,excellent,4 cylinders,gas,54659,clean,automatic,fwd,SUV,grey
Alamance,2,32000,2012,excellent,8 cylinders,diesel,148420,clean,automatic,4wd,truck,silver
Alamance,2,29800,2015,like new,6 cylinders,gas,119882.4,clean,automatic,4wd,pickup,black
Alamance,2,2700,2007,excellent,6 cylinders,gas,207000,clean,automatic,4wd,sedan,green
Alamance,2,13900,2009,excellent,8 cylinders,hybrid,124000,lien,automatic,4wd,truck,white
Alamance,2,3750,1981,good,8 cylinders,gas,119882.4,clean,automatic,rwd,coupe,black
Alamance,2,1500,1990,fair,8 cylinders,gas,119882.3653,clean,automatic,4wd,truck,custom
Alamance,2,10000,1967,good,8 cylinders,gas,119882.4,clean,automatic,fwd,sedan,black
Alamance,2,2100,2002,good,4 cylinders,gas,255000,clean,automatic,fwd,sedan,silver
Alamance,2,5000,2007,good,6 cylinders,gas,167784,lien,automatic,fwd,sedan,blue
Alamance,2,5000,2000,excellent,8 cylinders,gas,119882.3653,clean,automatic,4wd,truck,white
Alamance,2,1800,1998,good,6 cylinders,gas,160000,clean,automatic,4wd,sedan,black
Alamance,2,9900,1986,good,8 cylinders,diesel,47000,clean,automatic,4wd,truck,black
Alamance,2,4000,2004,like new,6 cylinders,gas,228293,clean,automatic,rwd,SUV,red
Alamance,2,2400,2002,good,8 cylinders,gas,119882.3653,clean,automatic,4wd,SUV,grey
Alamance,2,18450,2011,excellent,8 cylinders,gas,82200,clean,automatic,4wd,pickup,silver
Alamance,2,3500,2008,good,4 cylinders,gas,119882.3653,clean,automatic,fwd,convertible,red
Alamance,2,5799,2010,excellent,4 cylinders,gas,120000,clean,manual,fwd,sedan,silver
Alamance,2,23500,2016,excellent,4 cylinders,gas,50000,clean,automatic,fwd,sedan,white
Alamance,2,600,2002,fair,4 cylinders,gas,119882.3653,salvage,automatic,rwd,sedan,grey
Alamance,2,3000,1996,good,6 cylinders,gas,119882.4,clean,manual,rwd,truck,grey
Alamance,2,8000,1986,excellent,8 cylinders,gas,119882.4,clean,automatic,rwd,truck,blue
Alamance,2,4000,2000,good,8 cylinders,gas,119882.4,clean,manual,rwd,coupe,black
Alamance,2,1250,2000,excellent,6 cylinders,gas,119882.3653,clean,automatic,4wd,SUV,blue
Alamance,2,16800,2006,good,8 cylinders,gas,96550,clean,automatic,rwd,van,red
Alamance,2,1900,1990,fair,6 cylinders,gas,212796,clean,automatic,rwd,sedan,blue
Alamance,2,5950,2010,excellent,4 cylinders,gas,120000,clean,manual,fwd,SUV,silver
Alamance,2,5000,2000,like new,8 cylinders,gas,119882.3653,clean,automatic,4wd,pickup,white
Alamance,2,16500,2013,excellent,4 cylinders,gas,85000,lien,manual,rwd,coupe,red
Alamance,2,749,2008,salvage,4 cylinders,gas,179210,clean,automatic,fwd,sedan,black
Alamance,2,2000,1987,good,4 cylinders,gas,119882.4,clean,automatic,rwd,convertible,red
Alamance,2,32000,2012,excellent,8 cylinders,diesel,148420,clean,automatic,4wd,truck,silver
Alamance,2,1400,2006,good,4 cylinders,gas,194471,clean,manual,fwd,hatchback,silver
Alamance,2,39000,2016,like new,8 cylinders,gas,6551,lien,manual,rwd,coupe,grey
Alamance,2,10900,2014,like new,4 cylinders,gas,21400,clean,automatic,fwd,hatchback,blue
Alamance,2,3999,2003,excellent,6 cylinders,gas,1126634,clean,automatic,4wd,SUV,brown
Alamance,2,5575,2002,excellent,8 cylinders,gas,265000,clean,automatic,4wd,SUV,brown
Alamance,2,1999,2001,good,8 cylinders,gas,119882.4,clean,automatic,4wd,SUV,red
Alamance,2,5000,2000,like new,8 cylinders,gas,119882.3653,clean,automatic,4wd,pickup,white
Alamance,2,300,1995,fair,4 cylinders,gas,119882.4,salvage,manual,rwd,pickup,blue
Alamance,2,1900,2002,good,6 cylinders,gas,180000,clean,automatic,fwd,SUV,silver
Alamance,2,4500,2004,good,6 cylinders,gas,171000,clean,automatic,fwd,sedan,grey
Alamance,2,22000,2015,like new,6 cylinders,gas,119882.3653,clean,automatic,4wd,SUV,black
Alamance,2,13500,2008,excellent,6 cylinders,gas,80400,clean,automatic,4wd,sedan,silver
Alamance,2,1600,2002,good,4 cylinders,gas,163000,clean,automatic,4wd,SUV,grey
Alamance,2,5599,2010,excellent,4 cylinders,gas,121000,clean,manual,rwd,SUV,silver
Alamance,2,4000,2013,good,4 cylinders,gas,170000,clean,automatic,fwd,hatchback,green
Alamance,2,4999,2005,good,4 cylinders,gas,132240,clean,automatic,fwd,wagon,silver
Alamance,2,3500,2006,good,4 cylinders,gas,169000,clean,manual,fwd,wagon,silver
Alamance,2,5000,2007,good,6 cylinders,gas,167784,lien,automatic,fwd,sedan,blue
Alamance,2,5200,2008,good,6 cylinders,gas,179008,salvage,automatic,4wd,sedan,silver
Alamance,2,5000,2007,good,6 cylinders,gas,167784,lien,automatic,fwd,sedan,blue
Alamance,2,2500,2001,fair,8 cylinders,gas,260000,clean,automatic,rwd,pickup,red
Alamance,2,1500,1992,fair,8 cylinders,gas,245254,salvage,automatic,rwd,sedan,brown
Alamance,2,5000,2007,good,6 cylinders,gas,167784,lien,automatic,fwd,sedan,blue
Alamance,2,5800,2000,excellent,8 cylinders,gas,119882.3653,clean,automatic,4wd,truck,white
Alamance,2,7800,1999,excellent,8 cylinders,gas,95850,clean,automatic,rwd,sedan,black
Alamance,2,600,1997,salvage,6 cylinders,gas,119882.4,clean,automatic,fwd,sedan,grey
Alamance,2,3000,1995,fair,6 cylinders,gas,119882.4,clean,automatic,rwd,truck,white
Alamance,2,9500,2013,excellent,6 cylinders,gas,154000,rebuilt,automatic,4wd,sedan,white
Alamance,2,1900,1990,fair,6 cylinders,gas,212796,clean,automatic,rwd,coupe,blue
Alamance,2,8500,2004,good,8 cylinders,gas,176000,clean,automatic,4wd,truck,white
Alamance,2,3000,2004,good,6 cylinders,gas,119882.3653,clean,automatic,fwd,convertible,red
Alamance,2,25900,1952,excellent,8 cylinders,gas,119882.3653,clean,automatic,rwd,truck,orange
Alamance,2,3200,2003,excellent,4 cylinders,gas,173000,clean,automatic,rwd,truck,white
Alamance,2,3200,2003,excellent,4 cylinders,gas,173000,clean,automatic,rwd,truck,white
Alamance,2,9000,1950,excellent,6 cylinders,gas,119882.3653,clean,manual,rwd,sedan,blue
Alamance,2,3500,2004,good,8 cylinders,gas,270333,clean,automatic,4wd,SUV,brown
Alamance,2,7995,2013,excellent,4 cylinders,gas,122113,clean,automatic,fwd,sedan,grey
Alamance,2,6500,2001,good,8 cylinders,gas,180000,clean,automatic,4wd,truck,blue
Alamance,2,2295,1988,good,6 cylinders,gas,114000,clean,automatic,4wd,SUV,silver
Alamance,2,12000,1968,good,8 cylinders,gas,119882.3653,clean,automatic,rwd,truck,black
Alamance,2,1500,1995,good,6 cylinders,gas,119882.3653,clean,automatic,rwd,coupe,white
Alamance,2,9995,2006,excellent,8 cylinders,gas,179506,clean,automatic,rwd,truck,blue
Alamance,2,2600,1996,good,4 cylinders,gas,205491,clean,automatic,fwd,coupe,red
Alamance,2,9000,2013,excellent,4 cylinders,gas,119882.3653,clean,automatic,4wd,other,white
Alamance,2,9000,2002,good,8 cylinders,gas,172000,clean,automatic,rwd,truck,red
Alamance,2,2800,1998,excellent,6 cylinders,gas,81336,clean,automatic,fwd,sedan,brown
Alamance,2,3800,2009,good,8 cylinders,gas,350000,clean,automatic,rwd,SUV,silver
Alamance,2,12750,2013,excellent,4 cylinders,gas,77000,clean,manual,fwd,coupe,grey
Alamance,2,12000,2005,good,8 cylinders,gas,165200,clean,automatic,4wd,truck,white
Alamance,2,2800,2007,fair,4 cylinders,gas,173063,clean,automatic,fwd,SUV,white
Alamance,2,3200,1999,excellent,4 cylinders,gas,279000,clean,automatic,fwd,SUV,green
Alamance,2,3500,1999,good,4 cylinders,gas,119882.3653,clean,manual,fwd,sedan,green
Alamance,2,4000,2000,fair,10 cylinders,gas,119882.4,salvage,automatic,4wd,truck,white
Alamance,2,13000,2003,good,8 cylinders,gas,203200,clean,manual,4wd,truck,green
Alamance,2,5000,2000,good,other,gas,168000,clean,automatic,fwd,pickup,white
Alamance,2,16500,2011,excellent,6 cylinders,gas,119882.4,clean,automatic,4wd,SUV,black
Alamance,2,750,1994,fair,6 cylinders,gas,195000,clean,automatic,fwd,sedan,blue
Alamance,2,9000,1998,excellent,6 cylinders,gas,110000,clean,manual,4wd,other,custom
Alamance,2,4600,2009,good,4 cylinders,gas,214000,clean,manual,fwd,hatchback,blue
Alamance,2,3800,2005,good,6 cylinders,gas,216675,clean,automatic,4wd,pickup,black
Alamance,2,5200,2007,good,4 cylinders,gas,140565,clean,manual,fwd,coupe,red
Alexander,2,2500,2001,fair,8 cylinders,gas,119882.4,clean,automatic,4wd,pickup,silver
Alexander,2,14900,2011,like new,6 cylinders,gas,91000,clean,automatic,fwd,SUV,red
Alexander,2,6500,2007,good,6 cylinders,gas,125000,clean,automatic,rwd,sedan,blue
Alexander,2,3950,2003,good,4 cylinders,diesel,154000,clean,automatic,rwd,sedan,silver
Alexander,2,17999,2011,excellent,4 cylinders,gas,96000,clean,automatic,4wd,coupe,black
Alexander,2,5000,2006,good,8 cylinders,gas,160000,clean,automatic,rwd,sedan,grey
Alexander,2,37900,2012,like new,8 cylinders,gas,41000,clean,automatic,rwd,convertible,white
Alexander,2,11900,2013,excellent,4 cylinders,gas,82000,clean,automatic,fwd,sedan,white
Alexander,2,5900,2006,good,8 cylinders,gas,180000,clean,automatic,rwd,sedan,black
Alexander,2,4800,1997,good,4 cylinders,gas,119882.3653,clean,manual,4wd,pickup,black
Alexander,2,8500,2002,excellent,8 cylinders,gas,119882.3653,clean,automatic,4wd,truck,green
Alexander,2,3200,2000,excellent,6 cylinders,gas,158000,clean,automatic,4wd,SUV,green
Alexander,2,4500,2005,excellent,4 cylinders,gas,94736,clean,automatic,fwd,sedan,grey
Alexander,2,16000,2012,good,6 cylinders,gas,119882.4,clean,manual,4wd,pickup,black
Alexander,2,2500,2000,fair,8 cylinders,gas,298958,clean,automatic,rwd,truck,white
Alexander,2,16500,1973,excellent,8 cylinders,gas,119882.3653,clean,automatic,rwd,coupe,red
Alexander,2,8500,1995,good,6 cylinders,diesel,3400,clean,automatic,rwd,other,red
Alexander,2,30000,2016,excellent,4 cylinders,gas,23304,clean,manual,4wd,sedan,white
Alexander,2,800,1986,good,4 cylinders,gas,147188,clean,manual,rwd,truck,silver
Alexander,2,5500,2013,excellent,4 cylinders,gas,119000,rebuilt,automatic,fwd,sedan,black
Alexander,2,20500,2014,excellent,6 cylinders,gas,495000,clean,automatic,rwd,sedan,silver
Alexander,2,5500,2013,excellent,4 cylinders,gas,119000,rebuilt,automatic,fwd,sedan,black
Alexander,2,10500,2004,excellent,6 cylinders,diesel,331000,clean,manual,rwd,truck,grey
Alexander,2,12995,2014,excellent,4 cylinders,gas,119882.3653,clean,automatic,fwd,SUV,black
Alexander,2,7000,2002,good,8 cylinders,gas,211000,clean,automatic,4wd,truck,red
Alexander,2,2500,2000,excellent,6 cylinders,gas,97200,clean,automatic,fwd,sedan,brown
Alexander,2,4300,2005,excellent,8 cylinders,gas,2.00E+05,clean,automatic,rwd,van,white
Alexander,2,11934,2002,like new,6 cylinders,gas,39000,clean,automatic,rwd,pickup,yellow
Alexander,2,2800,1996,good,6 cylinders,gas,279446,clean,automatic,rwd,sedan,white
Alexander,2,7950,2006,good,8 cylinders,gas,2.00E+05,clean,automatic,4wd,SUV,white
Alexander,2,13200,2015,excellent,4 cylinders,gas,78321,clean,automatic,fwd,sedan,white
Alexander,2,24500,2013,salvage,8 cylinders,gas,119882.3653,salvage,automatic,fwd,SUV,white
Alexander,2,3800,2008,excellent,4 cylinders,gas,152744,clean,automatic,fwd,convertible,silver
Alexander,2,4700,2012,good,4 cylinders,gas,133218,clean,automatic,fwd,sedan,white
Alexander,2,2300,1992,good,6 cylinders,gas,119882.3653,clean,manual,rwd,truck,white
Alexander,2,10500,2010,like new,6 cylinders,gas,68500,clean,manual,rwd,coupe,red
Alexander,2,2500,1998,fair,6 cylinders,gas,3.00E+05,clean,automatic,4wd,SUV,grey
Alexander,2,3000,1997,good,4 cylinders,gas,189000,clean,automatic,fwd,sedan,custom
Alexander,2,3000,2005,good,6 cylinders,gas,199000,clean,automatic,fwd,wagon,white
Alexander,2,13000,2013,excellent,4 cylinders,gas,83500,clean,manual,fwd,hatchback,black
Alexander,2,12995,2014,like new,4 cylinders,gas,63000,salvage,automatic,4wd,SUV,silver
Alexander,2,5000,2005,fair,6 cylinders,gas,119882.3653,clean,automatic,4wd,truck,red
Alexander,2,5500,2006,excellent,6 cylinders,gas,154000,clean,automatic,fwd,SUV,red
Alexander,2,5500,2005,good,5 cylinders,gas,150900,clean,manual,fwd,sedan,black
Alexander,2,5500,2007,excellent,6 cylinders,gas,185251,clean,automatic,4wd,SUV,silver
Alexander,2,6500,2007,excellent,6 cylinders,gas,185251,clean,automatic,4wd,SUV,silver
Alexander,2,3500,2004,good,6 cylinders,gas,204000,clean,automatic,rwd,sedan,silver
Alexander,2,3500,2004,good,6 cylinders,gas,204000,clean,automatic,rwd,sedan,silver
Alexander,2,11934,2002,like new,6 cylinders,gas,39000,clean,automatic,rwd,pickup,yellow
Alexander,2,19000,1995,like new,8 cylinders,gas,19000,clean,automatic,rwd,coupe,red
Alexander,2,2800,2005,good,4 cylinders,gas,195000,salvage,manual,fwd,sedan,black
Alexander,2,25000,1966,excellent,8 cylinders,gas,87000,clean,manual,rwd,truck,custom
Alexander,2,20900,1995,good,8 cylinders,diesel,1162000,clean,manual,rwd,other,red
Alexander,2,20000,2013,like new,6 cylinders,gas,27000,clean,automatic,rwd,convertible,red
Alexander,2,2600,2000,good,6 cylinders,gas,97125,clean,automatic,fwd,sedan,brown
Alexander,2,2300,2006,excellent,6 cylinders,gas,204000,clean,automatic,fwd,wagon,red
Alexander,2,13500,2015,excellent,4 cylinders,gas,78321,clean,automatic,fwd,sedan,white
Alexander,2,4000,2003,good,4 cylinders,diesel,153031,clean,automatic,rwd,sedan,grey
Alexander,2,17000,2007,good,6 cylinders,gas,68375,clean,automatic,fwd,van,custom
Alexander,2,2700,2003,excellent,6 cylinders,gas,119882.3653,clean,automatic,fwd,mini-van,red
Alexander,2,350,1999,fair,4 cylinders,gas,119882.4,salvage,automatic,fwd,sedan,silver
Alexander,2,2500,1992,good,8 cylinders,gas,241000,clean,automatic,rwd,truck,black
Alexander,2,400,1985,salvage,8 cylinders,gas,119882.3653,clean,manual,fwd,pickup,red
Alexander,2,7450,1979,excellent,4 cylinders,gas,90000,clean,manual,rwd,convertible,red
Alexander,2,5000,1990,good,4 cylinders,gas,220000,clean,manual,fwd,coupe,grey
Alexander,2,1650,1992,good,6 cylinders,gas,176000,clean,manual,rwd,truck,white
Alexander,2,7998,1999,good,8 cylinders,gas,133850,clean,automatic,4wd,truck,white
Alexander,2,4600,2003,excellent,8 cylinders,gas,213000,clean,automatic,4wd,SUV,white
Alexander,2,9500,2004,excellent,6 cylinders,diesel,331000,clean,manual,rwd,truck,grey
Alexander,2,5000,1980,good,6 cylinders,diesel,84000,clean,manual,4wd,SUV,green
Alexander,2,1750,2000,fair,4 cylinders,gas,146500,clean,manual,rwd,truck,white
Alexander,2,18500,2014,excellent,6 cylinders,gas,50600,clean,automatic,rwd,sedan,silver
Alexander,2,3200,2006,good,4 cylinders,gas,176250,clean,other,fwd,sedan,red
Alexander,2,30000,2016,excellent,4 cylinders,gas,23304,clean,manual,4wd,sedan,white
Alexander,2,11000,2013,excellent,4 cylinders,gas,62106,clean,automatic,fwd,coupe,black
Alexander,2,2500,2006,fair,6 cylinders,gas,140000,clean,automatic,4wd,SUV,white
Alexander,2,30000,2016,excellent,4 cylinders,gas,22304,clean,manual,4wd,hatchback,white
Alexander,2,10000,2007,excellent,8 cylinders,gas,119882.3653,clean,automatic,4wd,truck,white
Alexander,2,5500,1998,excellent,8 cylinders,gas,152000,clean,automatic,rwd,convertible,red
Alexander,2,16500,1973,excellent,8 cylinders,gas,119882.3653,clean,automatic,rwd,coupe,red
Alexander,2,1500,1989,fair,6 cylinders,gas,137915,rebuilt,automatic,fwd,coupe,red
Alexander,2,3000,2001,like new,6 cylinders,gas,120000,clean,automatic,fwd,sedan,brown
Alexander,2,37900,2012,like new,8 cylinders,gas,41000,clean,automatic,rwd,convertible,white
Alexander,2,1500,1989,fair,6 cylinders,gas,137915,rebuilt,automatic,fwd,coupe,red
Alexander,2,800,2003,salvage,6 cylinders,gas,119882.3653,parts only,automatic,fwd,sedan,white
Alexander,2,1200,1993,good,6 cylinders,gas,260000,clean,automatic,fwd,mini-van,grey
Alleghany,2,18800,2006,excellent,8 cylinders,gas,63000,clean,automatic,4wd,truck,white
Alleghany,2,16900,2015,excellent,4 cylinders,gas,47000,lien,manual,fwd,hatchback,white
Alleghany,2,18800,2006,excellent,8 cylinders,gas,63000,clean,automatic,4wd,truck,white
Alleghany,2,7000,2008,excellent,6 cylinders,gas,315000,clean,automatic,4wd,wagon,brown
Alleghany,2,7000,2008,excellent,6 cylinders,gas,315000,clean,automatic,4wd,wagon,brown
Alleghany,2,17000,2011,good,8 cylinders,gas,95111,clean,manual,rwd,coupe,red
Alleghany,2,7500,2010,excellent,6 cylinders,gas,81000,lien,automatic,fwd,sedan,brown
Alleghany,2,3300,2006,excellent,6 cylinders,gas,161285,clean,automatic,4wd,SUV,custom
Alleghany,2,3300,2006,like new,6 cylinders,gas,161285,clean,automatic,4wd,SUV,custom
Alleghany,2,7500,2010,excellent,6 cylinders,gas,81000,lien,automatic,fwd,sedan,brown
Alleghany,2,18800,2006,excellent,8 cylinders,gas,63000,clean,automatic,4wd,truck,white
Alleghany,2,3300,2006,like new,6 cylinders,gas,161285,clean,automatic,4wd,SUV,custom
Alleghany,2,9000,2000,good,8 cylinders,diesel,423000,clean,automatic,4wd,pickup,white
Alleghany,2,1100,1999,fair,6 cylinders,gas,119882.4,clean,automatic,fwd,sedan,silver
Alleghany,2,7000,2008,excellent,6 cylinders,gas,315000,clean,automatic,4wd,wagon,brown
Alleghany,2,7500,2010,like new,6 cylinders,gas,81000,lien,automatic,fwd,sedan,brown
Alleghany,2,7500,2010,excellent,6 cylinders,gas,81000,lien,automatic,fwd,sedan,brown
Alleghany,2,7000,2006,good,8 cylinders,gas,170000,clean,automatic,4wd,truck,black
Anson,3,18000,2015,excellent,6 cylinders,gas,49450,clean,automatic,4wd,SUV,grey
